target_id	length	eff_length	est_counts	tpm
Tfru06774_t	1500	1301	9	0.507643
Tfru09709_t	756	557	225	29.6429
Tfru09710_t	1497	1298	260	14.6991
Tfru09711_t	1236	1037	0	0
Tfru09712_t	2865	2666	313	8.61544
Tfru09713_t	2505	2306	230	7.31917
Tfru09714_t	2259	2060	984	35.0527
Tfru09715_t	576	377	212	41.2656
Tfru09716_t	1554	1355	332	17.9801
Tfru09717_t	501	302	430	104.485
Tfru09718_t	1998	1799	113	4.60936
Tfru09719_t	402	203	87	31.4497
Tfru09720_t	933	734	49	4.89884
Tfru09721_t	1494	1295	6	0.339997
Tfru09722_t	1674	1475	214	10.6467
Tfru09723_t	1344	1145	154	9.86981
Tfru09724_t	423	224	28	9.17283
Tfru09725_t	648	449	0	0
Tfru09726_t	432	233	117	36.8488
Tfru09727_t	1830	1631	171	7.69371
Tfru09728_t	2445	2246	307	10.0305
Tfru09729_t	933	734	47	4.69889
Tfru09730_t	1458	1259	55	3.20576
Tfru12095_t	924	725	0	0
Tfru26711_t	1209	1010	0	0
Tfru26712_t	1233	1034	2	0.141939
Tfru26713_t	882	683	75	8.05813
Tfru26714_t	768	569	0	0
Tfru26715_t	738	539	205	27.9099
Tfru26716_t	1791	1592	4	0.184379
Tfru26717_t	582	383	0	0
Tfru26718_t	759	560	204	26.7323
Tfru26719_t	3387	3188	73	1.68034
Tfru26720_t	2685	2486	64	1.88918
Tfru26721_t	1986	1787	266	10.9232
Tfru26722_t	987	788	78	7.26377
Tfru26723_t	918	719	218	22.2495
Tfru26724_t	3036	2837	1134	29.3324
Tfru26725_t	2274	2075	5	0.176826
Tfru26726_t	507	308	0	0
Tfru26727_t	549	350	75	15.7249
Tfru26728_t	1272	1073	29	1.98332
Tfru26729_t	987	788	330	30.7313
Tfru26730_t	381	182	117	47.1746
Tfru09648_t	4326	4127	1554	27.6319
Tfru09649_t	459	260	75	21.1681
Tfru09650_t	966	767	106	10.1415
Tfru09651_t	1200	1001	308	22.5793
Tfru09652_t	435	236	0	0
Tfru09653_t	342	143	0	0
Tfru09654_t	2949	2750	2167	57.8255
Tfru09655_t	306	107	2	1.37164
Tfru09656_t	567	368	1495	298.117
Tfru09657_t	1569	1370	71.9769	3.85537
Tfru09658_t	819	620	0	0
Tfru09659_t	366	167	1	0.439417
Tfru09660_t	450	251	0	0
Tfru09661_t	858	659	0	0
Tfru09662_t	1134	935	1	0.0784841
Tfru09663_t	585	386	70	13.3077
Tfru09664_t	1845	1646	7	0.312077
Tfru09665_t	909	710	29	2.99732
Tfru09666_t	906	707	0	0
Tfru27902_t	822	623	176	20.7309
Tfru27903_t	990	791	0	0
Tfru27904_t	2217	2018	0	0
Tfru18319_t	726	527	2	0.278492
Tfru18320_t	642	443	29	4.80383
Tfru18321_t	435	236	25	7.77359
Tfru18322_t	810	611	129	15.4932
Tfru18323_t	612	413	0	0
Tfru18324_t	594	395	148	27.4953
Tfru18325_t	1635	1436	294	15.024
Tfru18326_t	936	737	35	3.48493
Tfru18327_t	1224	1025	57	4.08079
Tfru18328_t	1014	815	11	0.990441
Tfru02059_t	957	758	0	0
Tfru27779_t	731	532	6	0.827624
Tfru19265_t	1152	953	0	0
Tfru19266_t	1260	1061	1	0.0691637
Tfru19267_t	447	248	0	0
Tfru19268_t	1947	1748	754	31.6536
Tfru19269_t	882	683	0	0
Tfru22611_t	867	668	367	40.3165
Tfru05984_t	774	575	0	0
Tfru05985_t	1335	1136	163	10.5294
Tfru05986_t	1938	1739	541	22.8292
Tfru05987_t	435	236	0	0
Tfru05988_t	606	407	0	0
Tfru05989_t	1167	968	330	25.0168
Tfru05990_t	1446	1247	107	6.29667
Tfru05991_t	1662	1463	4046	202.943
Tfru05992_t	420	221	50	16.6024
Tfru05993_t	1578	1379	2012	107.067
Tfru05994_t	1488	1289	3	0.17079
Tfru05995_t	477	278	133	35.1075
Tfru05996_t	1599	1400	381	19.9706
Tfru05997_t	1317	1118	57	3.74133
Tfru31345_t	1080	881	42	3.49838
Tfru31346_t	2853	2654	385	10.6452
Tfru31347_t	2160	1961	442	16.5401
Tfru31348_t	1524	1325	164	9.08284
Tfru31349_t	954	755	48	4.66539
Tfru31350_t	351	152	19	9.17283
Tfru31351_t	1083	884	9	0.747109
Tfru31352_t	573	374	52	10.2029
Tfru31353_t	1221	1022	40	2.87212
Tfru31354_t	873	674	117	12.7385
Tfru31355_t	345	146	99	49.7595
Tfru31356_t	879	680	79	8.52534
Tfru31357_t	1206	1007	32	2.33192
Tfru31358_t	1638	1439	462	23.56
Tfru31359_t	1020	821	2	0.178764
Tfru12096_t	1101	902	0	0
Tfru12097_t	339	140	0	0
Tfru12098_t	1059	860	0	0
Tfru12099_t	1122	923	0	0
Tfru12100_t	990	791	1	0.092772
Tfru12101_t	699	500	0	0
Tfru12102_t	480	281	0	0
Tfru01005_t	468	269	0	0
Tfru01006_t	408	209	0	0
Tfru01007_t	852	653	0	0
Tfru01008_t	411	212	0	0
Tfru01009_t	864	665	0	0
Tfru01010_t	537	338	0	0
Tfru01011_t	738	539	0	0
Tfru01012_t	678	479	675	103.41
Tfru01013_t	519	320	25	5.73302
Tfru01014_t	558	359	67	13.6954
Tfru01015_t	918	719	123	12.5536
Tfru01016_t	939	740	326	32.328
Tfru01017_t	1497	1298	181	10.2329
Tfru01018_t	1098	899	44	3.59159
Tfru01019_t	1710	1511	14	0.679919
Tfru01020_t	1203	1004	3	0.219271
Tfru01021_t	1299	1100	5	0.333558
Tfru01022_t	1005	806	8	0.728364
Tfru01023_t	1128	929	0	0
Tfru01024_t	675	476	0	0
Tfru01025_t	1602	1403	339	17.7311
Tfru01026_t	1749	1550	196	9.27936
Tfru01027_t	738	539	0	0
Tfru01028_t	1734	1535	0	0
Tfru01029_t	1062	863	0	0
Tfru01030_t	1410	1211	0	0
Tfru01031_t	438	239	0	0
Tfru01032_t	1068	869	23	1.94223
Tfru01033_t	414	215	24	8.19155
Tfru01034_t	1284	1085	1757	118.833
Tfru01035_t	405	206	595	211.955
Tfru01036_t	1014	815	472	42.4989
Tfru01037_t	1104	905	5.186e-06	4.20511e-07
Tfru01038_t	603	404	0	0
Tfru01039_t	537	338	0	0
Tfru01040_t	564	365	0	0
Tfru01041_t	579	380	0	0
Tfru01042_t	798	599	0	0
Tfru01043_t	1086	887	57	4.71568
Tfru01044_t	402	203	11	3.9764
Tfru01045_t	607	408	9126	1641.4
Tfru30995_t	543	344	1	0.213322
Tfru30996_t	1272	1073	179	12.2418
Tfru30997_t	1161	962	122	9.30633
Tfru30998_t	891	692	14	1.48462
Tfru30999_t	1701	1502	159	7.7682
Tfru31000_t	2526	2327	269	8.483
Tfru31001_t	1566	1367	1	0.0536815
Tfru31002_t	450	251	0	0
Tfru31003_t	504	305	7	1.68419
Tfru31004_t	480	281	15	3.91722
Tfru31005_t	525	326	0	0
Tfru31006_t	1119	920	11	0.877401
Tfru31007_t	315	116	24	15.1826
Tfru31008_t	786	587	48	6.00063
Tfru31009_t	2178	1979	254	9.41849
Tfru31010_t	1110	911	0	0
Tfru31011_t	1251	1052	71	4.95263
Tfru31012_t	1143	944	0	0
Tfru31013_t	498	299	0	0
Tfru31014_t	927	728	0	0
Tfru31015_t	2640	2441	0	0
Tfru31016_t	444	245	39	11.6813
Tfru31017_t	2130	1931	10	0.380024
Tfru31018_t	879	680	110.519	11.9267
Tfru31019_t	1455	1256	111	6.48525
Tfru31020_t	399	200	147	53.9363
Tfru31021_t	792	593	131.423	16.2634
Tfru31022_t	510	311	152	35.8655
Tfru31023_t	1692	1493	0	0
Tfru31024_t	1791	1592	0	0
Tfru31025_t	954	755	230	22.355
Tfru31026_t	1056	857	4.58718	0.392788
Tfru31027_t	1041	842	1.34014	0.116797
Tfru31028_t	597	398	1748	322.294
Tfru31029_t	846	647	140	15.8788
Tfru31030_t	729	530	0	0
Tfru31031_t	549	350	392	82.1886
Tfru31032_t	336	137	0	0
Tfru31033_t	975	776	509	48.1337
Tfru31034_t	564	365	43	8.64508
Tfru31035_t	522	323	0	0
Tfru31036_t	378	179	0	0
Tfru31037_t	3150	2951	355	8.8278
Tfru31038_t	3756	3557	899	18.5468
Tfru31039_t	726	527	2	0.278492
Tfru31040_t	333	134	2	1.09526
Tfru03206_t	1143	944	72	5.59698
Tfru03207_t	567	368	32	6.3811
Tfru03208_t	3489	3290	254	5.66541
Tfru03209_t	666	467	29	4.55695
Tfru03210_t	1257	1058	155	10.7508
Tfru03211_t	540	341	0	0
Tfru03212_t	639	440	32	5.33692
Tfru03213_t	972	773	6	0.569594
Tfru03214_t	642	443	0	0
Tfru03215_t	852	653	30	3.37133
Tfru03216_t	2934	2735	142	3.81
Tfru03217_t	981	782	2288	214.705
Tfru03218_t	1428	1229	263	15.7035
Tfru03219_t	4398	4199	392	6.85068
Tfru03220_t	1299	1100	272	18.1455
Tfru03221_t	972	773	11	1.04426
Tfru03222_t	444	245	1	0.299521
Tfru03223_t	324	125	0	0
Tfru03224_t	915	716	305	31.2594
Tfru03225_t	837	638	59	6.78617
Tfru03226_t	519	320	8	1.83457
Tfru03227_t	312	113	12	7.79285
Tfru03228_t	1863	1664	169	7.45293
Tfru03229_t	1314	1115	168	11.0568
Tfru03230_t	2745	2546	40	1.15291
Tfru03231_t	309	110	0	0
Tfru03232_t	1644	1445	14	0.710974
Tfru20797_t	1080	881	11	0.916242
Tfru20798_t	603	404	1	0.18164
Tfru20799_t	576	377	0	0
Tfru24644_t	1047	848	15	1.29804
Tfru01572_t	1032	833	221	19.4689
Tfru01573_t	2262	2063	2611	92.8755
Tfru01574_t	573	374	52	10.2029
Tfru01575_t	1878	1679	0	0
Tfru01576_t	1647	1448	0	0
Tfru01577_t	663	464	0	0
Tfru01578_t	663	464	0	0
Tfru01579_t	729	530	0	0
Tfru02883_t	336	137	1	0.53564
Tfru02884_t	1254	1055	0	0
Tfru01618_t	1788	1589	2475	114.3
Tfru16048_t	735	536	79	10.8157
Tfru16049_t	438	239	14.2875	4.38684
Tfru27670_t	501	302	0	0
Tfru27671_t	2889	2690	200	5.45596
Tfru24739_t	1848	1649	70	3.11509
Tfru11445_t	510	311	0	0
Tfru15028_t	2517	2318	596	18.868
Tfru15029_t	492	293	2	0.500906
Tfru20364_t	1605	1406	0	0
Tfru20365_t	348	149	0	0
Tfru14776_t	549	350	61	12.7895
Tfru14701_t	309	110	19	12.6752
Tfru25653_t	465	266	367	101.246
Tfru10313_t	1653	1454	71	3.58333
Tfru13710_t	543	344	0	0
Tfru18298_t	1071	872	134	11.2767
Tfru18299_t	1959	1760	606	25.267
Tfru06263_t	2832	2633	248	6.91185
Tfru06264_t	651	452	5	0.811755
Tfru23915_t	2572	2373	131	4.05104
Tfru26014_t	1887	1688	895	38.9085
Tfru17365_t	1434	1235	226	13.4287
Tfru17366_t	384	185	0	0
Tfru05694_t	1515	1316	118	6.5799
Tfru07600_t	309	110	0	0
Tfru11273_t	1368	1169	150	9.41608
Tfru11174_t	381	182	4	1.61281
Tfru11175_t	870	671	167	18.2636
Tfru11176_t	579	380	35	6.75893
Tfru11177_t	615	416	0	0
Tfru11178_t	1254	1055	0	0
Tfru11179_t	306	107	0	0
Tfru01206_t	859	660	0	0
Tfru25922_t	1689	1490	32	1.576
Tfru25923_t	1893	1694	18	0.779745
Tfru23887_t	402	203	0	0
Tfru21451_t	699	500	45	6.60444
Tfru21452_t	516	317	0	0
Tfru21453_t	516	317	1	0.231491
Tfru21454_t	477	278	40	10.5587
Tfru21455_t	480	281	28	7.31215
Tfru21456_t	972	773	0	0
Tfru03750_t	303	104	2	1.4112
Tfru14461_t	636	437	0	0
Tfru28872_t	523	324	371	84.0277
Tfru28873_t	522	323	340	77.2449
Tfru19443_t	487	288	0	0
Tfru02320_t	1107	908	20	1.61636
Tfru16264_t	1719	1520	121	5.84165
Tfru16265_t	378	179	5	2.0498
Tfru18052_t	307	108	0	0
Tfru19477_t	354	155	0	0
Tfru19478_t	651	452	235	38.1525
Tfru19479_t	1149	950	714	55.1529
Tfru08728_t	309	110	1	0.667115
Tfru25692_t	402	203	0	0
Tfru25693_t	2460	2261	412	13.3718
Tfru02293_t	1131	932	553	43.5414
Tfru05201_t	432	233	0	0
Tfru12653_t	504	305	0	0
Tfru16046_t	552	353	37	7.69167
Tfru16047_t	822	623	58	6.83177
Tfru03916_t	702	503	0	0
Tfru05696_t	405	206	0	0
Tfru12940_t	564	365	0	0
Tfru28152_t	1110	911	0	0
Tfru23684_t	495	296	0	0
Tfru02215_t	591	392	0	0
Tfru27776_t	338	139	0	0
Tfru07951_t	330	131	0	0
Tfru11845_t	858	659	0	0
Tfru12489_t	382	183	0	0
Tfru19796_t	2349	2150	1232	42.05
Tfru06268_t	415	216	0	0
Tfru04871_t	423	224	102	33.4153
Tfru04872_t	672	473	68	10.5497
Tfru04873_t	372	173	114	48.3562
Tfru10962_t	402	203	0	0
Tfru10963_t	393	194	0	0
Tfru19846_t	486	287	0	0
Tfru26932_t	362	163	0	0
Tfru12659_t	345	146	0	0
Tfru12782_t	1944	1745	2129	89.5311
Tfru18251_t	672	473	142	22.0303
Tfru18252_t	366	167	13	5.71242
Tfru12785_t	309	110	0	0
Tfru12786_t	1158	959	44	3.36688
Tfru12787_t	2517	2318	349	11.0486
Tfru02023_t	1008	809	3	0.272124
Tfru09680_t	585	386	0	0
Tfru27927_t	492	293	0	0
Tfru30697_t	531	332	0	0
Tfru26868_t	966	767	84.3083	8.06619
Tfru26869_t	639	440	75.7547	12.6343
Tfru26870_t	456	257	35	9.99375
Tfru26871_t	588	389	22.1209	4.17298
Tfru26872_t	417	218	0	0
Tfru04210_t	327	128	0	0
Tfru04211_t	384	185	0	0
Tfru04212_t	450	251	0	0
Tfru04213_t	1332	1133	406	26.296
Tfru03475_t	3201	3002	322	7.87116
Tfru03476_t	645	446	2	0.32907
Tfru03832_t	450	251	0	0
Tfru03833_t	315	116	16	10.1217
Tfru23635_t	726	527	0	0
Tfru23384_t	951	752	56.563	5.51961
Tfru15627_t	438	239	0	0
Tfru15628_t	567	368	0	0
Tfru15629_t	1092	893	1	0.0821754
Tfru15630_t	387	188	0	0
Tfru27201_t	1464	1265	11299	655.455
Tfru27202_t	306	107	0	0
Tfru27203_t	424	225	0	0
Tfru17229_t	2718	2519	2475.93	72.1279
Tfru17230_t	2481	2282	913.516	29.3761
Tfru17231_t	309	110	0	0
Tfru25355_t	492	293	0	0
Tfru25356_t	897	698	13	1.36673
Tfru25357_t	2457	2258	24	0.779975
Tfru29878_t	312	113	0	0
Tfru29879_t	864	665	113	12.4695
Tfru07958_t	348	149	0	0
Tfru00900_t	495	296	18	4.46246
Tfru00901_t	405	206	4	1.42491
Tfru17854_t	414	215	0	0
Tfru13179_t	429	230	330	105.288
Tfru13180_t	300	101	0	0
Tfru13848_t	696	497	219	32.3356
Tfru13849_t	396	197	0	0
Tfru03966_t	335	136	0	0
Tfru12772_t	342	143	3	1.5395
Tfru12773_t	1128	929	197	15.5612
Tfru12774_t	1881	1682	165	7.19866
Tfru12775_t	672	473	0	0
Tfru27907_t	1404	1205	52	3.16672
Tfru27908_t	441	242	0	0
Tfru27909_t	306	107	657	450.583
Tfru27910_t	393	194	6	2.26957
Tfru27911_t	2256	2057	4181	149.156
Tfru12308_t	2316	2117	296	10.2604
Tfru12309_t	603	404	1	0.18164
Tfru21687_t	522	323	0	0
Tfru21688_t	3825	3626	409	8.27731
Tfru23850_t	1044	845	0	0
Tfru23851_t	335	136	0	0
Tfru20546_t	1803	1604	450	20.5874
Tfru20547_t	696	497	128	18.8994
Tfru20548_t	612	413	3	0.533046
Tfru20549_t	453	254	0	0
Tfru05704_t	723	524	0	0
Tfru05705_t	630	431	0	0
Tfru05706_t	960	761	0	0
Tfru05707_t	309	110	0	0
Tfru05708_t	348	149	0	0
Tfru05709_t	843	644	43	4.89977
Tfru20496_t	627	428	22	3.77201
Tfru25803_t	750	551	13	1.73135
Tfru25804_t	519	320	0	0
Tfru25805_t	1290	1091	77	5.17916
Tfru25806_t	441	242	0	0
Tfru25807_t	1437	1238	0	0
Tfru25808_t	855	656	94	10.5152
Tfru25809_t	405	206	0	0
Tfru05940_t	939	740	130	12.8915
Tfru17094_t	936	737	145	14.4376
Tfru17095_t	984	785	82	7.66545
Tfru24722_t	432	233	198.564	62.5371
Tfru24723_t	369	170	19	8.20159
Tfru22614_t	1929	1730	14	0.593848
Tfru22615_t	945	746	0	0
Tfru22616_t	561	362	0	0
Tfru22617_t	648	449	0	0
Tfru18074_t	753	554	76	10.0669
Tfru18075_t	1791	1592	259	11.9385
Tfru18076_t	1788	1589	480	22.1672
Tfru18077_t	369	170	0	0
Tfru26525_t	309	110	0	0
Tfru26526_t	834	635	8	0.924506
Tfru26527_t	708	509	1.01212	0.145917
Tfru26528_t	495	296	0	0
Tfru26529_t	639	440	0	0
Tfru26530_t	1302	1103	216.237	14.3863
Tfru26531_t	780	581	2	0.252608
Tfru26532_t	351	152	129	62.2787
Tfru26533_t	336	137	0	0
Tfru26534_t	327	128	0	0
Tfru10914_t	3174	2975	652	16.0825
Tfru10915_t	303	104	31	21.8737
Tfru10916_t	408	209	0	0
Tfru10917_t	1656	1457	160	8.05849
Tfru10918_t	702	503	7	1.02123
Tfru10919_t	678	479	0	0
Tfru23669_t	390	191	146.577	56.3153
Tfru15822_t	731	532	28	3.86225
Tfru15823_t	1143	944	5	0.388679
Tfru00316_t	591	392	28	5.24162
Tfru00317_t	372	173	0	0
Tfru29352_t	300	101	0	0
Tfru00892_t	711	512	0	0
Tfru00893_t	1092	893	0	0
Tfru00894_t	555	356	11	2.26744
Tfru00895_t	1896	1697	913	39.4805
Tfru00896_t	354	155	0	0
Tfru23657_t	345	146	1	0.502621
Tfru23658_t	534	335	56.4141	12.3577
Tfru27014_t	1080	881	0	0
Tfru27015_t	1080	881	0	0
Tfru27016_t	1035	836	0	0
Tfru01596_t	891	692	0	0
Tfru01597_t	891	692	0	0
Tfru25847_t	2574	2375	183	5.65433
Tfru09076_t	4620	4421	630	10.4572
Tfru09077_t	513	314	20	4.67405
Tfru16052_t	1503	1304	292	16.4323
Tfru16053_t	321	122	0	0
Tfru13214_t	966	767	690	66.0157
Tfru13215_t	918	719	1	0.102062
Tfru13216_t	2373	2174	154	5.19822
Tfru13217_t	591	392	1254	234.75
Tfru13218_t	2241	2042	156	5.60612
Tfru13219_t	984	785	0	0
Tfru13220_t	1968	1769	1	0.0414826
Tfru13221_t	1059	860	0	0
Tfru17071_t	1317	1118	0	0
Tfru17072_t	366	167	0	0
Tfru17073_t	1335	1136	273	17.6351
Tfru17074_t	1125	926	0	0
Tfru17075_t	447	248	222	65.6893
Tfru17076_t	2118	1919	1	0.0382401
Tfru06244_t	750	551	0	0
Tfru06245_t	2103	1904	4	0.154165
Tfru06246_t	1251	1052	9	0.627798
Tfru06247_t	978	779	0	0
Tfru06248_t	1557	1358	6	0.324224
Tfru06249_t	975	776	1	0.0945653
Tfru06250_t	1287	1088	769	51.867
Tfru06251_t	1707	1508	0	0
Tfru04190_t	1956	1757	37	1.54534
Tfru04191_t	900	701	781	81.7573
Tfru04192_t	504	305	0	0
Tfru04193_t	1038	839	8401	734.789
Tfru04194_t	531	332	164	36.2493
Tfru04195_t	1335	1136	3	0.193792
Tfru04196_t	1338	1139	1	0.0644273
Tfru04197_t	864	665	73	8.05554
Tfru04198_t	2003	1804	174	7.07793
Tfru02003_t	1080	881	14	1.16613
Tfru02004_t	1818	1619	6	0.271956
Tfru02005_t	1050	851	132	11.3825
Tfru02006_t	1167	968	158	11.9777
Tfru02007_t	1419	1220	2	0.120299
Tfru02008_t	387	188	5	1.95167
Tfru11698_t	1191	992	0	0
Tfru11699_t	660	461	14	2.22854
Tfru11700_t	677	478	71	10.8999
Tfru23229_t	570	371	41	8.10967
Tfru23230_t	1203	1004	0	0
Tfru23231_t	1599	1400	900	47.1746
Tfru23232_t	1101	902	109	8.86775
Tfru23233_t	1308	1109	164	10.8519
Tfru23234_t	3537	3338	414	9.10138
Tfru23235_t	1908	1709	393	16.875
Tfru23236_t	447	248	82	24.2636
Tfru23237_t	1065	866	605	51.2662
Tfru23238_t	2040	1841	3349	133.492
Tfru23239_t	2538	2339	394	12.3612
Tfru23240_t	3633	3434	229	4.8936
Tfru11631_t	438	239	0	0
Tfru11632_t	1218	1019	156	11.2342
Tfru11633_t	1608	1409	1967	102.444
Tfru11634_t	1803	1604	14	0.640497
Tfru11635_t	2355	2156	232	7.89646
Tfru11636_t	1308	1109	312	20.6451
Tfru11637_t	1239	1040	359	25.3311
Tfru11638_t	972	773	197	18.7017
Tfru11639_t	480	281	997	260.365
Tfru11640_t	489	290	2	0.506087
Tfru11641_t	771	572	2433	312.133
Tfru11642_t	918	719	23	2.34743
Tfru11643_t	921	722	7	0.711466
Tfru11644_t	555	356	0	0
Tfru11645_t	432	233	25	7.87368
Tfru11646_t	1452	1253	0	0
Tfru11647_t	675	476	601	92.6533
Tfru11648_t	375	176	115	47.9489
Tfru11649_t	1014	815	45	4.0518
Tfru11650_t	483	284	22	5.68457
Tfru11651_t	1221	1022	0	0
Tfru11652_t	819	620	0	0
Tfru11653_t	1251	1052	2580	179.969
Tfru11654_t	1281	1082	18	1.22078
Tfru11655_t	504	305	2	0.481198
Tfru11656_t	1155	956	62	4.75913
Tfru11657_t	5889	5690	310	3.998
Tfru11658_t	345	146	0	0
Tfru11659_t	1293	1094	9	0.603696
Tfru11660_t	951	752	23	2.24442
Tfru11661_t	1059	860	1	0.0853287
Tfru11662_t	669	470	99	15.4572
Tfru11663_t	2070	1871	4	0.156884
Tfru11664_t	1083	884	213	17.6816
Tfru11665_t	936	737	1	0.0995694
Tfru11666_t	327	128	0	0
Tfru11667_t	2187	1988	354	13.0671
Tfru11668_t	405	206	23	8.19321
Tfru11669_t	408	209	39	13.6934
Tfru11670_t	1461	1262	301	17.5025
Tfru11671_t	693	494	0	0
Tfru07120_t	1311	1112	0	0
Tfru07121_t	1656	1457	3	0.151097
Tfru07122_t	2418	2219	2	0.0661403
Tfru07123_t	366	167	1	0.439417
Tfru07124_t	834	635	0	0
Tfru07125_t	549	350	0	0
Tfru07126_t	342	143	0	0
Tfru07127_t	456	257	0	0
Tfru07128_t	383	184	0	0
Tfru28163_t	1839	1640	1077	48.1909
Tfru28164_t	756	557	118	15.5461
Tfru28165_t	1800	1601	125	5.72944
Tfru11368_t	951	752	0	0
Tfru11369_t	360	161	0	0
Tfru11370_t	2469	2270	0	0
Tfru27661_t	2727	2528	0	0
Tfru27662_t	2607	2408	0	0
Tfru27663_t	2322	2123	30183	1043.29
Tfru27664_t	324	125	1395	818.951
Tfru22358_t	345	146	0	0
Tfru22359_t	462	263	27	7.53358
Tfru22360_t	1365	1166	0	0
Tfru22361_t	1746	1547	40	1.89742
Tfru04998_t	456	257	0	0
Tfru04999_t	567	368	0	0
Tfru05000_t	1698	1499	4	0.195818
Tfru05001_t	1365	1166	0	0
Tfru05002_t	1071	872	382	32.147
Tfru05003_t	1029	830	25	2.21032
Tfru05004_t	2322	2123	2114	73.0716
Tfru05005_t	312	113	0	0
Tfru05006_t	966	767	51	4.87942
Tfru05007_t	1248	1049	286	20.0071
Tfru05008_t	336	137	655	350.844
Tfru05009_t	366	167	10	4.39417
Tfru05010_t	1533	1334	0	0
Tfru05011_t	783	584	0	0
Tfru05012_t	825	626	113	13.2464
Tfru05013_t	522	323	595	135.179
