target_id	length	eff_length	est_counts	tpm
Tfru01037_t	1104	905	24	1.73035
Tfru01038_t	603	404	0	0
Tfru01039_t	537	338	0	0
Tfru01040_t	564	365	0	0
Tfru01041_t	579	380	0	0
Tfru01042_t	798	599	0	0
Tfru01043_t	1086	887	1.64775e-05	1.2121e-06
Tfru01044_t	402	203	0	0
Tfru01045_t	607	408	172	27.5068
Tfru30995_t	543	344	2	0.379353
Tfru30996_t	1272	1073	76	4.62153
Tfru30997_t	1161	962	83	5.62956
Tfru30998_t	891	692	36	3.39444
Tfru30999_t	1701	1502	33	1.43356
Tfru31000_t	2526	2327	19	0.532756
Tfru31001_t	1566	1367	5	0.238656
Tfru31002_t	450	251	0	0
Tfru31003_t	504	305	14	2.99502
Tfru31004_t	480	281	20	4.64403
Tfru31005_t	525	326	4	0.800597
Tfru31006_t	1119	920	16	1.13476
Tfru31007_t	315	116	39	21.937
Tfru31008_t	786	587	2	0.222312
Tfru31009_t	2178	1979	229	7.55025
Tfru31010_t	1110	911	0	0
Tfru31011_t	1251	1052	38	2.35689
Tfru31012_t	1143	944	0	0
Tfru31013_t	498	299	0	0
Tfru31014_t	927	728	0	0
Tfru31015_t	2640	2441	0	0
Tfru31016_t	444	245	23	6.12538
Tfru31017_t	2130	1931	6	0.20274
Tfru31018_t	879	680	81.6412	7.83379
Tfru31019_t	1455	1256	207	10.7536
Tfru31020_t	399	200	94	30.6669
Tfru31021_t	792	593	117.322	12.9091
Tfru31022_t	510	311	157	32.939
Tfru31023_t	1692	1493	0	0
Tfru31024_t	1791	1592	584	23.9354
Tfru31025_t	954	755	733	63.3474
Tfru31026_t	1056	857	46.9809	3.57694
Tfru31027_t	1041	842	0	0
Tfru31028_t	597	398	2334	382.639
Tfru31029_t	846	647	238	24.0018
Tfru31030_t	729	530	0	0
Tfru31031_t	549	350	574	107.008
Tfru31032_t	336	137	1	0.476267
Tfru31033_t	975	776	565	47.5071
Tfru31034_t	564	365	61	10.9046
Tfru31035_t	522	323	0	0
Tfru31036_t	378	179	0	0
Tfru31037_t	3150	2951	190	4.20103
Tfru31038_t	3756	3557	1062	19.481
Tfru31039_t	726	527	8	0.990492
Tfru31040_t	333	134	1	0.48693
Tfru03206_t	1143	944	30	2.07358
Tfru03207_t	567	368	7	1.24114
Tfru03208_t	3489	3290	100	1.98324
Tfru03209_t	666	467	55	7.68453
Tfru03210_t	1257	1058	97	5.98215
Tfru03211_t	540	341	0	0
Tfru03212_t	639	440	282	41.8184
Tfru03213_t	972	773	62	5.2334
Tfru03214_t	642	443	0	0
Tfru03215_t	852	653	33	3.2974
Tfru03216_t	2934	2735	261	6.22665
Tfru03217_t	981	782	2141	178.641
Tfru03218_t	1428	1229	58	3.07927
Tfru03219_t	4398	4199	241	3.74492
Tfru03220_t	1299	1100	275	16.3122
Tfru03221_t	972	773	15	1.26614
Tfru03222_t	444	245	0	0
Tfru03223_t	324	125	0	0
Tfru03224_t	915	716	178	16.221
Tfru03225_t	837	638	72	7.36348
Tfru03226_t	519	320	8	1.63122
Tfru03227_t	312	113	12	6.92906
Tfru03228_t	1863	1664	154	6.03864
Tfru03229_t	1314	1115	200	11.7038
Tfru03230_t	2745	2546	39	0.999488
Tfru03231_t	309	110	0	0
Tfru03232_t	1644	1445	8	0.361238
Tfru20797_t	1080	881	11	0.814682
Tfru20798_t	603	404	0	0
Tfru20799_t	576	377	13	2.24995
Tfru24644_t	1047	848	16	1.23111
Tfru01572_t	1032	833	192	15.0393
Tfru01573_t	2262	2063	181	5.72467
Tfru01574_t	573	374	6	1.04677
Tfru01575_t	1878	1679	6	0.23317
Tfru01576_t	1647	1448	6	0.270367
Tfru01577_t	663	464	0	0
Tfru01578_t	663	464	0	0
Tfru01579_t	729	530	0	0
Tfru02883_t	336	137	0	0
Tfru02884_t	1254	1055	0	0
Tfru01618_t	1788	1589	2065	84.7945
Tfru16048_t	735	536	48.5	5.90403
Tfru16049_t	438	239	4.68	1.27767
Tfru27670_t	501	302	0	0
Tfru27671_t	2889	2690	146	3.54138
Tfru24739_t	1848	1649	151	5.97486
Tfru11445_t	510	311	0	0
Tfru15028_t	2517	2318	641	18.0433
Tfru15029_t	492	293	4	0.890766
Tfru20364_t	1605	1406	0	0
Tfru20365_t	348	149	0	0
Tfru14776_t	549	350	101	18.8289
Tfru14701_t	309	110	18	10.677
Tfru25653_t	465	266	256	62.7957
Tfru10313_t	1653	1454	173	7.76342
Tfru13710_t	543	344	0	0
Tfru18298_t	1071	872	66	4.93854
Tfru18299_t	1959	1760	360	13.3463
Tfru06263_t	2832	2633	237	5.87312
Tfru06264_t	651	452	2	0.288711
Tfru23915_t	2572	2373	90	2.47466
Tfru26014_t	1887	1688	572	22.1103
Tfru17365_t	1434	1235	221	11.6761
Tfru17366_t	384	185	0	0
Tfru05694_t	1515	1316	105	5.20601
Tfru07600_t	309	110	0	0
Tfru11273_t	1368	1169	354	19.7588
Tfru11174_t	381	182	3	1.07553
Tfru11175_t	870	671	179	17.4061
Tfru11176_t	579	380	26	4.46438
Tfru11177_t	615	416	0	0
Tfru11178_t	1254	1055	0	0
Tfru11179_t	306	107	1	0.6098
Tfru01206_t	859	660	0	0
Tfru25922_t	1689	1490	35	1.53269
Tfru25923_t	1893	1694	16	0.61628
Tfru23887_t	402	203	0	0
Tfru21451_t	699	500	33	4.30641
Tfru21452_t	516	317	0	0
Tfru21453_t	516	317	2	0.411663
Tfru21454_t	477	278	39	9.15359
Tfru21455_t	480	281	31	7.19825
Tfru21456_t	972	773	1	0.0844096
Tfru03750_t	303	104	6	3.76434
Tfru14461_t	636	437	0	0
Tfru28872_t	523	324	647	130.296
Tfru28873_t	522	323	429.375	86.7372
Tfru19443_t	487	288	0	0
Tfru02320_t	1107	908	18	1.29348
Tfru16264_t	1719	1520	64	2.74731
Tfru16265_t	378	179	6	2.18711
Tfru18052_t	307	108	0	0
Tfru19477_t	354	155	0	0
Tfru19478_t	651	452	163	23.5299
Tfru19479_t	1149	950	631	43.3388
Tfru08728_t	309	110	12	7.11803
Tfru25692_t	402	203	0	0
Tfru25693_t	2460	2261	287	8.28233
Tfru02293_t	1131	932	235	16.4522
Tfru05201_t	432	233	0	0
Tfru12653_t	504	305	0	0
Tfru16046_t	552	353	99	18.2992
Tfru16047_t	822	623	101	10.578
Tfru03916_t	702	503	0	0
Tfru05696_t	405	206	0	0
Tfru12940_t	564	365	0	0
Tfru28152_t	1110	911	0	0
Tfru23684_t	495	296	0	0
Tfru02215_t	591	392	0	0
Tfru27776_t	338	139	0	0
Tfru07951_t	330	131	0	0
Tfru11845_t	858	659	0	0
Tfru12489_t	382	183	0	0
Tfru19796_t	2349	2150	425	12.898
Tfru06268_t	415	216	0	0
Tfru04871_t	423	224	105	30.5853
Tfru04872_t	672	473	61	8.41473
Tfru04873_t	372	173	138	52.048
Tfru10962_t	402	203	0	0
Tfru10963_t	393	194	0	0
Tfru19846_t	486	287	2	0.454694
Tfru26932_t	362	163	3	1.2009
Tfru12659_t	345	146	0	0
Tfru12782_t	1944	1745	1437	53.732
Tfru18251_t	672	473	125	17.2433
Tfru18252_t	366	167	27	10.5492
Tfru12785_t	309	110	0	0
Tfru12786_t	1158	959	40	2.72153
Tfru12787_t	2517	2318	430	12.1039
Tfru02023_t	1008	809	5	0.403267
Tfru09680_t	585	386	0	0
Tfru27927_t	492	293	0	0
Tfru30697_t	531	332	0	0
Tfru26868_t	966	767	64.8838	5.51966
Tfru26869_t	639	440	92.1358	13.663
Tfru26870_t	456	257	40	10.1554
Tfru26871_t	588	389	10.9843	1.84244
Tfru26872_t	417	218	0	0
Tfru04210_t	327	128	0	0
Tfru04211_t	384	185	0	0
Tfru04212_t	450	251	0	0
Tfru04213_t	1332	1133	482	27.758
Tfru03475_t	3201	3002	231	5.0208
Tfru03476_t	645	446	7	1.02408
Tfru03832_t	450	251	0	0
Tfru03833_t	315	116	7	3.93742
Tfru23635_t	726	527	0	0
Tfru23384_t	951	752	42.4842	3.68622
Tfru15627_t	438	239	0	0
Tfru15628_t	567	368	0	0
Tfru15629_t	1092	893	14	1.02293
Tfru15630_t	387	188	0	0
Tfru27201_t	1464	1265	19744	1018.39
Tfru27202_t	306	107	0	0
Tfru27203_t	424	225	0	0
Tfru17229_t	2718	2519	1429.79	37.0352
Tfru17230_t	2481	2282	295.972	8.46266
Tfru17231_t	309	110	0	0
Tfru25355_t	492	293	0	0
Tfru25356_t	897	698	12	1.12175
Tfru25357_t	2457	2258	78	2.25394
Tfru29878_t	312	113	0	0
Tfru29879_t	864	665	64	6.27957
Tfru07958_t	348	149	1	0.43791
Tfru00900_t	495	296	92	20.28
Tfru00901_t	405	206	30	9.50223
Tfru17854_t	414	215	0	0
Tfru13179_t	429	230	449	127.377
Tfru13180_t	300	101	0	0
Tfru13848_t	696	497	107	14.0475
Tfru13849_t	396	197	0	0
Tfru03966_t	335	136	0	0
Tfru12772_t	342	143	2	0.912568
Tfru12773_t	1128	929	173	12.1507
Tfru12774_t	1881	1682	115	4.46111
Tfru12775_t	672	473	0	0
Tfru27907_t	1404	1205	63	3.41134
Tfru27908_t	441	242	0	0
Tfru27909_t	306	107	206	125.619
Tfru27910_t	393	194	7	2.35433
Tfru27911_t	2256	2057	10143	321.739
Tfru12308_t	2316	2117	171	5.27044
Tfru12309_t	603	404	2	0.323013
Tfru21687_t	522	323	0	0
Tfru21688_t	3825	3626	319	5.7403
Tfru23850_t	1044	845	5	0.386087
Tfru23851_t	335	136	0	0
Tfru20546_t	1803	1604	352	14.3189
Tfru20547_t	696	497	150	19.6927
Tfru20548_t	612	413	4	0.631948
Tfru20549_t	453	254	0	0
Tfru05704_t	723	524	1	0.12452
Tfru05705_t	630	431	2	0.302778
Tfru05706_t	960	761	2	0.171481
Tfru05707_t	309	110	0	0
Tfru05708_t	348	149	0	0
Tfru05709_t	843	644	26	2.63426
Tfru20496_t	627	428	46	7.0127
Tfru25803_t	750	551	10.1018	1.19624
Tfru25804_t	519	320	0	0
Tfru25805_t	1290	1091	133	7.95423
Tfru25806_t	441	242	0	0
Tfru25807_t	1437	1238	4	0.21082
Tfru25808_t	855	656	75	7.45983
Tfru25809_t	405	206	0	0
Tfru05940_t	939	740	187	16.4885
Tfru17094_t	936	737	104	9.20741
Tfru17095_t	984	785	65	5.40275
Tfru24722_t	432	233	158.271	44.3218
Tfru24723_t	369	170	11	4.22197
Tfru22614_t	1929	1730	22	0.829751
Tfru22615_t	945	746	0	0
Tfru22616_t	561	362	0	0
Tfru22617_t	648	449	0	0
Tfru18074_t	753	554	45	5.29998
Tfru18075_t	1791	1592	197	8.07411
Tfru18076_t	1788	1589	437	17.9444
Tfru18077_t	369	170	1	0.383816
Tfru26525_t	309	110	0	0
Tfru26526_t	834	635	7.07981	0.727477
Tfru26527_t	708	509	8.57963	1.09982
Tfru26528_t	495	296	0	0
Tfru26529_t	639	440	0	0
Tfru26530_t	1302	1103	225.943	13.3658
Tfru26531_t	780	581	0	0
Tfru26532_t	351	152	181	77.6974
Tfru26533_t	336	137	0	0
Tfru26534_t	327	128	0	0
Tfru10914_t	3174	2975	684	15.0017
Tfru10915_t	303	104	0	0
Tfru10916_t	408	209	0	0
Tfru10917_t	1656	1457	169	7.5683
Tfru10918_t	702	503	22	2.85382
Tfru10919_t	678	479	0	0
Tfru23669_t	390	191	139.912	47.796
Tfru15822_t	731	532	13	1.59442
Tfru15823_t	1143	944	4	0.276477
Tfru00316_t	591	392	18	2.99611
Tfru00317_t	372	173	0	0
Tfru29352_t	300	101	0	0
Tfru00892_t	711	512	6	0.764632
Tfru00893_t	1092	893	1	0.0730668
Tfru00894_t	555	356	16	2.93252
Tfru00895_t	1896	1697	4113	158.142
Tfru00896_t	354	155	0	0
Tfru23657_t	345	146	0	0
Tfru23658_t	534	335	92.9739	18.1087
Tfru27014_t	1080	881	0	0
Tfru27015_t	1080	881	0	0
Tfru27016_t	1035	836	0	0
Tfru01596_t	891	692	0	0
Tfru01597_t	891	692	0	0
Tfru25847_t	2574	2375	117	3.21435
Tfru09076_t	4620	4421	652	9.62273
Tfru09077_t	513	314	13	2.70138
Tfru16052_t	1503	1304	302	15.1113
Tfru16053_t	321	122	0	0
Tfru13214_t	966	767	698	59.3788
Tfru13215_t	918	719	0	0
Tfru13216_t	2373	2174	93	2.79123
Tfru13217_t	591	392	1142	190.087
Tfru13218_t	2241	2042	134	4.28174
Tfru13219_t	984	785	0	0
Tfru13220_t	1968	1769	0	0
Tfru13221_t	1059	860	0	0
Tfru17071_t	1317	1118	0	0
Tfru17072_t	366	167	0	0
Tfru17073_t	1335	1136	321	18.4373
Tfru17074_t	1125	926	0	0
Tfru17075_t	447	248	339	89.1907
Tfru17076_t	2118	1919	1	0.0340014
Tfru06244_t	750	551	0	0
Tfru06245_t	2103	1904	0	0
Tfru06246_t	1251	1052	22	1.36452
Tfru06247_t	978	779	0	0
Tfru06248_t	1557	1358	14	0.672666
Tfru06249_t	975	776	7	0.588583
Tfru06250_t	1287	1088	714	42.8194
Tfru06251_t	1707	1508	1	0.0432683
Tfru04190_t	1956	1757	44	1.634
Tfru04191_t	900	701	785	73.0673
Tfru04192_t	504	305	0	0
Tfru04193_t	1038	839	108	8.39911
Tfru04194_t	531	332	205	40.2891
Tfru04195_t	1335	1136	23	1.32106
Tfru04196_t	1338	1139	0	0
Tfru04197_t	864	665	257	25.2164
Tfru04198_t	2003	1804	463	16.7462
Tfru02003_t	1080	881	2575	190.71
Tfru02004_t	1818	1619	7	0.282113
Tfru02005_t	1050	851	63	4.83039
Tfru02006_t	1167	968	84	5.66207
Tfru02007_t	1419	1220	1	0.0534825
Tfru02008_t	387	188	1	0.347067
Tfru11698_t	1191	992	0	0
Tfru11699_t	660	461	14	1.98152
Tfru11700_t	677	478	922	125.856
Tfru23229_t	570	371	7	1.23111
Tfru23230_t	1203	1004	2	0.129977
Tfru23231_t	1599	1400	794	37.0053
Tfru23232_t	1101	902	92	6.65507
Tfru23233_t	1308	1109	199	11.7083
Tfru23234_t	3537	3338	197	3.8508
Tfru23235_t	1908	1709	264	10.0794
Tfru23236_t	447	248	86	22.6265
Tfru23237_t	1065	866	491	36.9943
Tfru23238_t	2040	1841	2181	77.2989
Tfru23239_t	2538	2339	305	8.50827
Tfru23240_t	3633	3434	181	3.43914
Tfru11631_t	438	239	0	0
Tfru11632_t	1218	1019	122	7.81191
Tfru11633_t	1608	1409	1731	80.16
Tfru11634_t	1803	1604	18	0.732217
Tfru11635_t	2355	2156	328	9.92651
Tfru11636_t	1308	1109	548	32.2419
Tfru11637_t	1239	1040	226	14.179
Tfru11638_t	972	773	575	48.5355
Tfru11639_t	480	281	1083	251.474
Tfru11640_t	489	290	29	6.52486
Tfru11641_t	771	572	1942	221.526
Tfru11642_t	918	719	81	7.35068
Tfru11643_t	921	722	9	0.813349
Tfru11644_t	555	356	0	0
Tfru11645_t	432	233	144	40.3253
Tfru11646_t	1452	1253	0	0
Tfru11647_t	675	476	432	59.2172
Tfru11648_t	375	176	67	24.839
Tfru11649_t	1014	815	26	2.08155
Tfru11650_t	483	284	33	7.58171
Tfru11651_t	1221	1022	1	0.0638441
Tfru11652_t	819	620	0	0
Tfru11653_t	1251	1052	3362	208.523
Tfru11654_t	1281	1082	8	0.48243
Tfru11655_t	504	305	0	0
Tfru11656_t	1155	956	36	2.45706
Tfru11657_t	5889	5690	365	4.18555
Tfru11658_t	345	146	0	0
Tfru11659_t	1293	1094	4	0.238569
Tfru11660_t	951	752	21	1.8221
Tfru11661_t	1059	860	0	0
Tfru11662_t	669	470	102	14.1603
Tfru11663_t	2070	1871	6	0.209242
Tfru11664_t	1083	884	214	15.7955
Tfru11665_t	936	737	0	0
Tfru11666_t	327	128	0	0
Tfru11667_t	2187	1988	398	13.0629
Tfru11668_t	405	206	28	8.86875
Tfru11669_t	408	209	41	12.8
Tfru11670_t	1461	1262	328	16.9584
Tfru11671_t	693	494	0	0
Tfru07120_t	1311	1112	0	0
Tfru07121_t	1656	1457	18	0.806092
Tfru07122_t	2418	2219	3	0.0882136
Tfru07123_t	366	167	0	0
Tfru07124_t	834	635	0	0
Tfru07125_t	549	350	61	11.3719
Tfru07126_t	342	143	0	0
Tfru07127_t	456	257	0	0
Tfru07128_t	383	184	0	0
Tfru28163_t	1839	1640	818	32.5447
Tfru28164_t	756	557	556	65.1315
Tfru28165_t	1800	1601	618	25.1865
Tfru11368_t	951	752	0	0
Tfru11369_t	360	161	0	0
Tfru11370_t	2469	2270	0	0
Tfru27661_t	2727	2528	0	0
Tfru27662_t	2607	2408	5	0.135483
Tfru27663_t	2322	2123	19289	592.831
Tfru27664_t	324	125	727	379.486
Tfru22358_t	345	146	0	0
Tfru22359_t	462	263	8	1.98475
Tfru22360_t	1365	1166	0	0
Tfru22361_t	1746	1547	49	2.0667
Tfru04998_t	456	257	0	0
Tfru04999_t	567	368	117	20.7448
Tfru05000_t	1698	1499	5	0.217641
Tfru05001_t	1365	1166	0	0
Tfru05002_t	1071	872	644	48.1882
Tfru05003_t	1029	830	214	16.8231
Tfru05004_t	2322	2123	1117	34.3301
Tfru05005_t	312	113	0	0
Tfru05006_t	966	767	57	4.84899
Tfru05007_t	1248	1049	405	25.1913
Tfru05008_t	336	137	504	240.039
Tfru05009_t	366	167	10	3.9071
Tfru05010_t	1533	1334	0	0
