target_id	length	eff_length	est_counts	tpm
Tfru09727_t	1830	1631	230	9.79905
Tfru09728_t	2445	2246	254	7.8584
Tfru09729_t	933	734	51	4.82819
Tfru09730_t	1458	1259	76	4.19467
Tfru12095_t	924	725	0	0
Tfru26711_t	1209	1010	0	0
Tfru26712_t	1233	1034	2	0.134406
Tfru26713_t	882	683	211	21.467
Tfru26714_t	768	569	0	0
Tfru26715_t	738	539	220	28.3625
Tfru26716_t	1791	1592	1	0.0436483
Tfru26717_t	582	383	0	0
Tfru26718_t	759	560	182	22.5836
Tfru26719_t	3387	3188	53	1.15523
Tfru26720_t	2685	2486	216	6.03758
Tfru26721_t	1986	1787	316	12.2878
Tfru26722_t	987	788	66	5.82007
Tfru26723_t	918	719	178	17.2029
Tfru26724_t	3036	2837	1134	27.7756
Tfru26725_t	2274	2075	12	0.401859
Tfru26726_t	507	308	0	0
Tfru26727_t	549	350	81	16.0815
Tfru26728_t	1272	1073	20	1.29521
Tfru26729_t	987	788	395	34.8322
Tfru26730_t	381	182	126	48.1071
Tfru09648_t	4326	4127	1803	30.3579
Tfru09649_t	459	260	93	24.8553
Tfru09650_t	966	767	203	18.3912
Tfru09651_t	1200	1001	230	15.9663
Tfru09652_t	435	236	0	0
Tfru09653_t	342	143	0	0
Tfru09654_t	2949	2750	1949	49.2481
Tfru09655_t	306	107	9	5.84479
Tfru09656_t	567	368	1739	328.369
Tfru09657_t	1569	1370	64.9482	3.29425
Tfru09658_t	819	620	0	0
Tfru09659_t	366	167	6	2.49658
Tfru09660_t	450	251	0	0
Tfru09661_t	858	659	0	0
Tfru09662_t	1134	935	0	0
Tfru09663_t	585	386	85	15.3018
Tfru09664_t	1845	1646	4	0.168865
Tfru09665_t	909	710	22	2.15315
Tfru09666_t	906	707	0	0
Tfru27902_t	822	623	146	16.2845
Tfru27903_t	990	791	0	0
Tfru27904_t	2217	2018	0	0
Tfru18319_t	726	527	1	0.131856
Tfru18320_t	642	443	27	4.23516
Tfru18321_t	435	236	29	8.53879
Tfru18322_t	810	611	133	15.1259
Tfru18323_t	612	413	0	0
Tfru18324_t	594	395	246	43.2761
Tfru18325_t	1635	1436	477	23.082
Tfru18326_t	936	737	46	4.33711
Tfru18327_t	1224	1025	84	5.69463
Tfru18328_t	1014	815	6	0.511568
Tfru02059_t	957	758	0	0
Tfru27779_t	731	532	6	0.7837
Tfru19265_t	1152	953	0	0
Tfru19266_t	1260	1061	0	0
Tfru19267_t	447	248	0	0
Tfru19268_t	1947	1748	837	33.2732
Tfru19269_t	882	683	0	0
Tfru22611_t	867	668	314	32.6635
Tfru05984_t	774	575	0	0
Tfru05985_t	1335	1136	157	9.60354
Tfru05986_t	1938	1739	642	25.6534
Tfru05987_t	435	236	0	0
Tfru05988_t	606	407	8	1.36586
Tfru05989_t	1167	968	439	31.5137
Tfru05990_t	1446	1247	165	9.19449
Tfru05991_t	1662	1463	2595	123.255
Tfru05992_t	420	221	56	17.6078
Tfru05993_t	1578	1379	1465	73.8216
Tfru05994_t	1488	1289	7	0.377359
Tfru05995_t	477	278	101	25.2457
Tfru05996_t	1599	1400	392	19.4567
Tfru05997_t	1317	1118	61	3.79139
Tfru31345_t	1080	881	50	3.9437
Tfru31346_t	2853	2654	456	11.9392
Tfru31347_t	2160	1961	568	20.1271
Tfru31348_t	1524	1325	220	11.5376
Tfru31349_t	954	755	91	8.37538
Tfru31350_t	351	152	23	10.5146
Tfru31351_t	1083	884	13	1.02188
Tfru31352_t	573	374	53	9.84724
Tfru31353_t	1221	1022	60	4.07953
Tfru31354_t	873	674	148	15.2585
Tfru31355_t	345	146	74	35.22
Tfru31356_t	879	680	104	10.6276
Tfru31357_t	1206	1007	50	3.45025
Tfru31358_t	1638	1439	381	18.3982
Tfru31359_t	1020	821	1	0.0846383
Tfru12096_t	1101	902	0	0
Tfru12097_t	339	140	0	0
Tfru12098_t	1059	860	0	0
Tfru12099_t	1122	923	0	0
Tfru12100_t	990	791	0	0
Tfru12101_t	699	500	0	0
Tfru12102_t	480	281	0	0
Tfru01005_t	468	269	0	0
Tfru01006_t	408	209	0	0
Tfru01007_t	852	653	0	0
Tfru01008_t	411	212	0	0
Tfru01009_t	864	665	0	0
Tfru01010_t	537	338	0	0
Tfru01011_t	738	539	0	0
Tfru01012_t	678	479	712	103.289
Tfru01013_t	519	320	12	2.6058
Tfru01014_t	558	359	30	5.8068
Tfru01015_t	918	719	143	13.8203
Tfru01016_t	939	740	336	31.5513
Tfru01017_t	1497	1298	142	7.60193
Tfru01018_t	1098	899	70	5.41064
Tfru01019_t	1710	1511	40	1.83952
Tfru01020_t	1203	1004	18	1.2458
Tfru01021_t	1299	1100	7	0.442197
Tfru01022_t	1005	806	6	0.517281
Tfru01023_t	1128	929	0	0
Tfru01024_t	675	476	2	0.291967
Tfru01025_t	1602	1403	313	15.5023
Tfru01026_t	1749	1550	363	16.2737
Tfru01027_t	738	539	0	0
Tfru01028_t	1734	1535	0	0
Tfru01029_t	1062	863	0	0
Tfru01030_t	1410	1211	0	0
Tfru01031_t	438	239	0	0
Tfru01032_t	1068	869	10	0.799632
Tfru01033_t	414	215	23	7.43361
Tfru01034_t	1284	1085	965	61.8027
Tfru01035_t	405	206	336	113.34
Tfru01036_t	1014	815	387	32.9962
Tfru01037_t	1104	905	43	3.30164
Tfru01038_t	603	404	0	0
Tfru01039_t	537	338	0	0
Tfru01040_t	564	365	0	0
Tfru01041_t	579	380	0	0
Tfru01042_t	798	599	0	0
Tfru01043_t	1086	887	0	0
Tfru01044_t	402	203	16	5.47689
Tfru01045_t	607	408	8931	1521.07
Tfru30995_t	543	344	0	0
Tfru30996_t	1272	1073	185	11.9807
Tfru30997_t	1161	962	139	10.0404
Tfru30998_t	891	692	17	1.70708
Tfru30999_t	1701	1502	152	7.03208
Tfru31000_t	2526	2327	330	9.85434
Tfru31001_t	1566	1367	0	0
Tfru31002_t	450	251	1	0.276845
Tfru31003_t	504	305	8	1.82264
Tfru31004_t	480	281	14	3.46204
Tfru31005_t	525	326	0	0
Tfru31006_t	1119	920	16	1.20849
Tfru31007_t	315	116	18	10.7826
Tfru31008_t	786	587	37	4.38
Tfru31009_t	2178	1979	260	9.1293
Tfru31010_t	1110	911	0	0
Tfru31011_t	1251	1052	79	5.21821
Tfru31012_t	1143	944	0	0
Tfru31013_t	498	299	0	0
Tfru31014_t	927	728	0	0
Tfru31015_t	2640	2441	0	0
Tfru31016_t	444	245	30	8.50874
Tfru31017_t	2130	1931	14	0.503797
Tfru31018_t	879	680	102.355	10.4595
Tfru31019_t	1455	1256	136	7.52418
Tfru31020_t	399	200	124	43.0826
Tfru31021_t	792	593	80.5425	9.43801
Tfru31022_t	510	311	141	31.5042
Tfru31023_t	1692	1493	1	0.0465426
Tfru31024_t	1791	1592	3	0.130945
Tfru31025_t	954	755	240	22.0889
Tfru31026_t	1056	857	5.45315	0.442157
Tfru31027_t	1041	842	0	0
Tfru31028_t	597	398	2115	369.264
Tfru31029_t	846	647	104	11.1696
Tfru31030_t	729	530	0	0
Tfru31031_t	549	350	512	101.651
Tfru31032_t	336	137	1	0.507212
Tfru31033_t	975	776	657	58.832
Tfru31034_t	564	365	51	9.70929
Tfru31035_t	522	323	0	0
Tfru31036_t	378	179	0	0
Tfru31037_t	3150	2951	425	10.0076
Tfru31038_t	3756	3557	843	16.4685
Tfru31039_t	726	527	3	0.395568
Tfru31040_t	333	134	1	0.518568
Tfru03206_t	1143	944	71	5.22633
Tfru03207_t	567	368	43	8.11953
Tfru03208_t	3489	3290	382	8.06822
Tfru03209_t	666	467	28	4.16631
Tfru03210_t	1257	1058	133	8.73527
Tfru03211_t	540	341	0	0
Tfru03212_t	639	440	25	3.94818
Tfru03213_t	972	773	9	0.809046
Tfru03214_t	642	443	0	0
Tfru03215_t	852	653	20	2.12827
Tfru03216_t	2934	2735	122	3.09965
Tfru03217_t	981	782	2036	180.918
Tfru03218_t	1428	1229	63	3.56204
Tfru03219_t	4398	4199	460	7.61241
Tfru03220_t	1299	1100	332	20.9728
Tfru03221_t	972	773	12	1.07873
Tfru03222_t	444	245	0	0
Tfru03223_t	324	125	1	0.555904
Tfru03224_t	915	716	194	18.8278
Tfru03225_t	837	638	69	7.51517
Tfru03226_t	519	320	8	1.7372
Tfru03227_t	312	113	16	9.83902
Tfru03228_t	1863	1664	182	7.60026
Tfru03229_t	1314	1115	204	12.7135
Tfru03230_t	2745	2546	69	1.88322
Tfru03231_t	309	110	0	0
Tfru03232_t	1644	1445	8	0.384709
Tfru20797_t	1080	881	8	0.630993
Tfru20798_t	603	404	0	0
Tfru20799_t	576	377	1	0.184318
Tfru24644_t	1047	848	12	0.983321
Tfru01572_t	1032	833	203	16.9341
Tfru01573_t	2262	2063	1237	41.6659
Tfru01574_t	573	374	44	8.17506
Tfru01575_t	1878	1679	0	0
Tfru01576_t	1647	1448	0	0
Tfru01577_t	663	464	0	0
Tfru01578_t	663	464	0	0
Tfru01579_t	729	530	0	0
Tfru02883_t	336	137	0	0
Tfru02884_t	1254	1055	1.04181	0.0686195
Tfru01618_t	1788	1589	2798	122.358
Tfru16048_t	735	536	60	7.77851
Tfru16049_t	438	239	17.8333	5.18495
Tfru27670_t	501	302	0	0
Tfru27671_t	2889	2690	175	4.5206
Tfru24739_t	1848	1649	96	4.04539
Tfru11445_t	510	311	0	0
Tfru15028_t	2517	2318	901	27.0098
Tfru15029_t	492	293	1	0.237161
Tfru20364_t	1605	1406	0	0
Tfru20365_t	348	149	0	0
Tfru14776_t	549	350	41	8.14003
Tfru14701_t	309	110	22	13.8976
Tfru25653_t	465	266	360	94.044
Tfru10313_t	1653	1454	69	3.29758
Tfru13710_t	543	344	0	0
Tfru18298_t	1071	872	174	13.8657
Tfru18299_t	1959	1760	654	25.8211
Tfru06263_t	2832	2633	265	6.99367
Tfru06264_t	651	452	3	0.461204
Tfru23915_t	2572	2373	218	6.38365
Tfru26014_t	1887	1688	1191	49.0286
Tfru17365_t	1434	1235	303	17.0485
Tfru17366_t	384	185	0	0
Tfru05694_t	1515	1316	158	8.34279
Tfru07600_t	309	110	0	0
Tfru11273_t	1368	1169	127	7.54917
Tfru11174_t	381	182	4	1.52721
Tfru11175_t	870	671	207.946	21.5346
Tfru11176_t	579	380	39	7.13167
Tfru11177_t	615	416	0	0
Tfru11178_t	1254	1055	0	0
Tfru11179_t	306	107	1	0.649421
Tfru01206_t	859	660	0	0
Tfru25922_t	1689	1490	36	1.67891
Tfru25923_t	1893	1694	24	0.984482
Tfru23887_t	402	203	0	0
Tfru21451_t	699	500	50	6.94881
Tfru21452_t	516	317	0	0
Tfru21453_t	516	317	7	1.53444
Tfru21454_t	477	278	29	7.24875
Tfru21455_t	480	281	48	11.8698
Tfru21456_t	972	773	0	0
Tfru03750_t	303	104	5	3.34077
Tfru14461_t	636	437	0	0
Tfru28872_t	523	324	417	89.4337
Tfru28873_t	522	323	285.509	61.4226
Tfru19443_t	487	288	0	0
Tfru02320_t	1107	908	12	0.918344
Tfru16264_t	1719	1520	162	7.40596
Tfru16265_t	378	179	2	0.776403
Tfru18052_t	307	108	0	0
Tfru19477_t	354	155	0	0
Tfru19478_t	651	452	198	30.4395
Tfru19479_t	1149	950	632	46.2278
Tfru08728_t	309	110	0	0
Tfru25692_t	402	203	0	0
Tfru25693_t	2460	2261	417	12.8158
Tfru02293_t	1131	932	544	40.5595
Tfru05201_t	432	233	0	0
Tfru12653_t	504	305	0	0
Tfru16046_t	552	353	66	12.9921
Tfru16047_t	822	623	69	7.69611
Tfru03916_t	702	503	0	0
Tfru05696_t	405	206	0	0
Tfru12940_t	564	365	0	0
Tfru28152_t	1110	911	0	0
Tfru23684_t	495	296	0	0
Tfru02215_t	591	392	0	0
Tfru27776_t	338	139	0	0
Tfru07951_t	330	131	0	0
Tfru11845_t	858	659	0	0
Tfru12489_t	382	183	0	0
Tfru19796_t	2349	2150	1439	46.5085
Tfru06268_t	415	216	0	0
Tfru04871_t	423	224	136	42.1892
Tfru04872_t	672	473	64	9.40219
Tfru04873_t	372	173	133	53.4215
Tfru10962_t	402	203	0	0
Tfru10963_t	393	194	0	0
Tfru19846_t	486	287	1	0.242119
Tfru26932_t	362	163	1.76287	0.751524
Tfru12659_t	345	146	0	0
Tfru12782_t	1944	1745	2481	98.7965
Tfru18251_t	672	473	156	22.9178
Tfru18252_t	366	167	12	4.99315
Tfru12785_t	309	110	0	0
Tfru12786_t	1158	959	45	3.26065
Tfru12787_t	2517	2318	369	11.0617
Tfru02023_t	1008	809	4	0.343575
Tfru09680_t	585	386	0	0
Tfru27927_t	492	293	0	0
Tfru30697_t	531	332	0	0
Tfru26868_t	966	767	90.1665	8.16883
Tfru26869_t	639	440	91.015	14.3738
Tfru26870_t	456	257	33	8.92259
Tfru26871_t	588	389	19.7809	3.53351
Tfru26872_t	417	218	0	0
Tfru04210_t	327	128	0	0
Tfru04211_t	384	185	0	0
Tfru04212_t	450	251	0	0
Tfru04213_t	1332	1133	438	26.863
Tfru03475_t	3201	3002	413	9.55982
Tfru03476_t	645	446	4	0.623211
Tfru03832_t	450	251	0	0
Tfru03833_t	315	116	17	10.1836
Tfru23635_t	726	527	0	0
Tfru23384_t	951	752	59.0398	5.45553
Tfru15627_t	438	239	0	0
Tfru15628_t	567	368	0	0
Tfru15629_t	1092	893	3	0.233443
Tfru15630_t	387	188	0	0
Tfru27201_t	1464	1265	10787	592.544
Tfru27202_t	306	107	0	0
Tfru27203_t	424	225	0	0
Tfru17229_t	2718	2519	2667.71	73.5903
Tfru17230_t	2481	2282	1032.86	31.4512
Tfru17231_t	309	110	0	0
Tfru25355_t	492	293	0	0
Tfru25356_t	897	698	11	1.09508
Tfru25357_t	2457	2258	12	0.36929
Tfru29878_t	312	113	0	0
Tfru29879_t	864	665	84	8.77744
Tfru07958_t	348	149	0	0
Tfru00900_t	495	296	18	4.22562
Tfru00901_t	405	206	5	1.6866
Tfru17854_t	414	215	0	0
Tfru13179_t	429	230	273	82.4793
Tfru13180_t	300	101	0	0
Tfru13848_t	696	497	214	29.9204
Tfru13849_t	396	197	0	0
Tfru03966_t	335	136	0	0
Tfru12772_t	342	143	3	1.45779
Tfru12773_t	1128	929	183	13.6882
Tfru12774_t	1881	1682	202	8.34518
Tfru12775_t	672	473	0	0
Tfru27907_t	1404	1205	47	2.71032
Tfru27908_t	441	242	0	0
Tfru27909_t	306	107	212	137.677
Tfru27910_t	393	194	7	2.5073
Tfru27911_t	2256	2057	4595.37	155.237
Tfru12308_t	2316	2117	352	11.554
Tfru12309_t	603	404	0	0
Tfru21687_t	522	323	0	0
Tfru21688_t	3825	3626	466	8.93035
Tfru23850_t	1044	845	1	0.0822344
Tfru23851_t	335	136	0	0
Tfru20546_t	1803	1604	463	20.058
Tfru20547_t	696	497	122	17.0574
Tfru20548_t	612	413	4	0.673008
Tfru20549_t	453	254	0	0
Tfru05704_t	723	524	0	0
Tfru05705_t	630	431	0	0
Tfru05706_t	960	761	0	0
Tfru05707_t	309	110	0	0
Tfru05708_t	348	149	0	0
Tfru05709_t	843	644	43	4.63973
Tfru20496_t	627	428	31	5.03301
Tfru25803_t	750	551	18.0513	2.2765
Tfru25804_t	519	320	0	0
Tfru25805_t	1290	1091	58	3.69414
Tfru25806_t	441	242	0	0
Tfru25807_t	1437	1238	0	0
Tfru25808_t	855	656	79	8.36823
Tfru25809_t	405	206	0	0
Tfru05940_t	939	740	141	13.2403
Tfru17094_t	936	737	150	14.1428
Tfru17095_t	984	785	127	11.242
Tfru24722_t	432	233	194.645	58.0494
Tfru24723_t	369	170	21	8.58382
Tfru22614_t	1929	1730	25	1.00416
Tfru22615_t	945	746	0	0
Tfru22616_t	561	362	0	0
Tfru22617_t	648	449	0	0
Tfru18074_t	753	554	74	9.2818
Tfru18075_t	1791	1592	321	14.0111
Tfru18076_t	1788	1589	540	23.6146
Tfru18077_t	369	170	0	0
Tfru26525_t	309	110	0	0
Tfru26526_t	834	635	18.1243	1.98334
Tfru26527_t	708	509	2.10057	0.286768
Tfru26528_t	495	296	0	0
Tfru26529_t	639	440	0	0
Tfru26530_t	1302	1103	174.607	11.0001
Tfru26531_t	780	581	0	0
Tfru26532_t	351	152	137	62.6307
Tfru26533_t	336	137	0	0
Tfru26534_t	327	128	0	0
Tfru10914_t	3174	2975	842	19.6669
Tfru10915_t	303	104	27	18.0402
Tfru10916_t	408	209	0	0
Tfru10917_t	1656	1457	140	6.67696
Tfru10918_t	702	503	8	1.10518
Tfru10919_t	678	479	0	0
Tfru23669_t	390	191	143.307	52.1369
Tfru15822_t	731	532	22	2.87357
Tfru15823_t	1143	944	6	0.441661
Tfru00316_t	591	392	16	2.83625
Tfru00317_t	372	173	0	0
Tfru29352_t	300	101	0	0
Tfru00892_t	711	512	2	0.271438
Tfru00893_t	1092	893	0	0
Tfru00894_t	555	356	26	5.07497
Tfru00895_t	1896	1697	1610	65.9256
Tfru00896_t	354	155	0	0
Tfru23657_t	345	146	1	0.475946
Tfru23658_t	534	335	58.8795	12.2132
Tfru27014_t	1080	881	0	0
Tfru27015_t	1080	881	0	0
Tfru27016_t	1035	836	0	0
Tfru01596_t	891	692	0	0
Tfru01597_t	891	692	0	0
Tfru25847_t	2574	2375	204	5.96866
Tfru09076_t	4620	4421	736	11.5682
Tfru09077_t	513	314	24	5.31119
Tfru16052_t	1503	1304	324	17.2654
Tfru16053_t	321	122	0	0
Tfru13214_t	966	767	668	60.5189
Tfru13215_t	918	719	0	0
Tfru13216_t	2373	2174	149	4.76252
Tfru13217_t	591	392	1022	181.165
Tfru13218_t	2241	2042	284	9.66435
Tfru13219_t	984	785	0	0
Tfru13220_t	1968	1769	0	0
Tfru13221_t	1059	860	0	0
Tfru17071_t	1317	1118	0	0
Tfru17072_t	366	167	0	0
Tfru17073_t	1335	1136	338	20.6751
Tfru17074_t	1125	926	0	0
Tfru17075_t	447	248	155	43.43
Tfru17076_t	2118	1919	1	0.0362106
Tfru06244_t	750	551	0	0
Tfru06245_t	2103	1904	3	0.109487
Tfru06246_t	1251	1052	19	1.25501
Tfru06247_t	978	779	0	0
Tfru06248_t	1557	1358	6	0.307016
Tfru06249_t	975	776	0	0
Tfru06250_t	1287	1088	917	58.5667
Tfru06251_t	1707	1508	0	0
Tfru04190_t	1956	1757	72	2.84755
Tfru04191_t	900	701	781	77.4182
Tfru04192_t	504	305	0	0
Tfru04193_t	1038	839	5470	453.039
Tfru04194_t	531	332	132	27.6278
Tfru04195_t	1335	1136	2	0.122338
Tfru04196_t	1338	1139	0	0
Tfru04197_t	864	665	232	24.2424
Tfru04198_t	2003	1804	382	14.7142
Tfru02003_t	1080	881	14	1.10424
Tfru02004_t	1818	1619	6	0.257522
Tfru02005_t	1050	851	118	9.63524
Tfru02006_t	1167	968	122	8.75779
Tfru02007_t	1419	1220	1	0.0569574
Tfru02008_t	387	188	0	0
Tfru11698_t	1191	992	0	0
Tfru11699_t	660	461	20	3.01467
Tfru11700_t	677	478	118	17.154
Tfru23229_t	570	371	13	2.43489
Tfru23230_t	1203	1004	2	0.138422
Tfru23231_t	1599	1400	969	48.0957
Tfru23232_t	1101	902	83	6.39413
Tfru23233_t	1308	1109	154	9.64938
Tfru23234_t	3537	3338	405	8.43099
Tfru23235_t	1908	1709	382	15.5321
Tfru23236_t	447	248	64	17.9324
Tfru23237_t	1065	866	833	66.8401
Tfru23238_t	2040	1841	4314	162.831
Tfru23239_t	2538	2339	427	12.6855
Tfru23240_t	3633	3434	382	7.72989
Tfru11631_t	438	239	0	0
Tfru11632_t	1218	1019	167	11.3881
Tfru11633_t	1608	1409	2726	134.439
Tfru11634_t	1803	1604	12	0.519861
Tfru11635_t	2355	2156	240	7.73522
Tfru11636_t	1308	1109	347	21.7424
Tfru11637_t	1239	1040	450	30.0669
Tfru11638_t	972	773	310	27.8671
Tfru11639_t	480	281	2451	606.104
Tfru11640_t	489	290	0	0
Tfru11641_t	771	572	2357	286.335
Tfru11642_t	918	719	37	3.57588
Tfru11643_t	921	722	15	1.44366
Tfru11644_t	555	356	0	0
Tfru11645_t	432	233	32	9.54342
Tfru11646_t	1452	1253	0	0
Tfru11647_t	675	476	547	79.8529
Tfru11648_t	375	176	126	49.7471
Tfru11649_t	1014	815	38	3.23993
Tfru11650_t	483	284	16	3.91482
Tfru11651_t	1221	1022	5	0.339961
Tfru11652_t	819	620	0	0
Tfru11653_t	1251	1052	3362	222.071
Tfru11654_t	1281	1082	10	0.642219
Tfru11655_t	504	305	5	1.13915
Tfru11656_t	1155	956	73	5.3061
Tfru11657_t	5889	5690	377	4.60404
Tfru11658_t	345	146	0	0
Tfru11659_t	1293	1094	11	0.698692
Tfru11660_t	951	752	15	1.38606
Tfru11661_t	1059	860	0	0
Tfru11662_t	669	470	106	15.6718
Tfru11663_t	2070	1871	9	0.334256
Tfru11664_t	1083	884	187	14.6994
Tfru11665_t	936	737	0	0
Tfru11666_t	327	128	0	0
Tfru11667_t	2187	1988	260	9.08797
Tfru11668_t	405	206	44	14.8421
Tfru11669_t	408	209	35	11.6368
Tfru11670_t	1461	1262	289	15.9129
Tfru11671_t	693	494	0	0
Tfru07120_t	1311	1112	0	0
Tfru07121_t	1656	1457	7	0.333848
Tfru07122_t	2418	2219	1	0.031315
Tfru07123_t	366	167	1.04133	0.433293
Tfru07124_t	834	635	0	0
Tfru07125_t	549	350	2	0.397075
Tfru07126_t	342	143	0	0
Tfru07127_t	456	257	0	0
Tfru07128_t	383	184	0	0
Tfru28163_t	1839	1640	1137	48.1756
Tfru28164_t	756	557	22	2.74459
Tfru28165_t	1800	1601	34	1.4757
Tfru11368_t	951	752	0	0
Tfru11369_t	360	161	0	0
Tfru11370_t	2469	2270	0	0
Tfru27661_t	2727	2528	0	0
Tfru27662_t	2607	2408	0	0
Tfru27663_t	2322	2123	31658	1036.2
Tfru27664_t	324	125	1670	928.36
Tfru22358_t	345	146	0	0
Tfru22359_t	462	263	21	5.54848
Tfru22360_t	1365	1166	0	0
Tfru22361_t	1746	1547	65	2.91967
Tfru04998_t	456	257	0	0
Tfru04999_t	567	368	1	0.188826
Tfru05000_t	1698	1499	2	0.0927125
Tfru05001_t	1365	1166	0	0
Tfru05002_t	1071	872	532	42.3941
Tfru05003_t	1029	830	26	2.17673
Tfru05004_t	2322	2123	2457	80.4202
Tfru05005_t	312	113	0	0
Tfru05006_t	966	767	60	5.43583
Tfru05007_t	1248	1049	339	22.4561
Tfru05008_t	336	137	438	222.159
Tfru05009_t	366	167	7	2.91267
Tfru05010_t	1533	1334	0	0
Tfru05011_t	783	584	0	0
Tfru05012_t	825	626	87	9.65729
