target_id	length	eff_length	est_counts	tpm
Tfru31357_t	1206	1007	28	2.47863
Tfru31358_t	1638	1439	409	25.3364
Tfru31359_t	1020	821	1	0.108578
Tfru12096_t	1101	902	0	0
Tfru12097_t	339	140	0	0
Tfru12098_t	1059	860	0	0
Tfru12099_t	1122	923	0	0
Tfru12100_t	990	791	0	0
Tfru12101_t	699	500	0	0
Tfru12102_t	480	281	0	0
Tfru01005_t	468	269	0	0
Tfru01006_t	408	209	0	0
Tfru01007_t	852	653	0	0
Tfru01008_t	411	212	0	0
Tfru01009_t	864	665	0	0
Tfru01010_t	537	338	0	0
Tfru01011_t	738	539	0	0
Tfru01012_t	678	479	597	111.102
Tfru01013_t	519	320	9	2.50712
Tfru01014_t	558	359	50	12.4153
Tfru01015_t	918	719	70	8.67865
Tfru01016_t	939	740	237	28.5496
Tfru01017_t	1497	1298	160	10.9882
Tfru01018_t	1098	899	51	5.05701
Tfru01019_t	1710	1511	19	1.12091
Tfru01020_t	1203	1004	5	0.443935
Tfru01021_t	1299	1100	6	0.48623
Tfru01022_t	1005	806	18	1.99077
Tfru01023_t	1128	929	2	0.19191
Tfru01024_t	675	476	0	0
Tfru01025_t	1602	1403	293	18.6163
Tfru01026_t	1749	1550	155	8.91422
Tfru01027_t	738	539	0	0
Tfru01028_t	1734	1535	0	0
Tfru01029_t	1062	863	0	0
Tfru01030_t	1410	1211	2	0.147221
Tfru01031_t	438	239	0	0
Tfru01032_t	1068	869	23	2.35934
Tfru01033_t	414	215	22	9.12152
Tfru01034_t	1284	1085	1275	104.752
Tfru01035_t	405	206	426	184.343
Tfru01036_t	1014	815	361	39.4851
Tfru01037_t	1104	905	51	5.02348
Tfru01038_t	603	404	0	0
Tfru01039_t	537	338	0	0
Tfru01040_t	564	365	0	0
Tfru01041_t	579	380	0	0
Tfru01042_t	798	599	0	0
Tfru01043_t	1086	887	0	0
Tfru01044_t	402	203	13	5.70861
Tfru01045_t	607	408	7720	1686.71
Tfru30995_t	543	344	1	0.259134
Tfru30996_t	1272	1073	145	12.0462
Tfru30997_t	1161	962	101	9.359
Tfru30998_t	891	692	14	1.80345
Tfru30999_t	1701	1502	132	7.83407
Tfru31000_t	2526	2327	302	11.5689
Tfru31001_t	1566	1367	0	0
Tfru31002_t	450	251	0	0
Tfru31003_t	504	305	6	1.75362
Tfru31004_t	480	281	9	2.85509
Tfru31005_t	525	326	0	0
Tfru31006_t	1119	920	13	1.25962
Tfru31007_t	315	116	15	11.527
Tfru31008_t	786	587	32	4.85954
Tfru31009_t	2178	1979	257	11.5763
Tfru31010_t	1110	911	0	0
Tfru31011_t	1251	1052	42	3.55891
Tfru31012_t	1143	944	0	0
Tfru31013_t	498	299	0	0
Tfru31014_t	927	728	0	0
Tfru31015_t	2640	2441	0	0
Tfru31016_t	444	245	31	11.2792
Tfru31017_t	2130	1931	6	0.276982
Tfru31018_t	879	680	74.1315	9.718
Tfru31019_t	1455	1256	112	7.94898
Tfru31020_t	399	200	103	45.9082
Tfru31021_t	792	593	89.4854	13.4518
Tfru31022_t	510	311	119	34.1091
Tfru31023_t	1692	1493	0	0
Tfru31024_t	1791	1592	1	0.0559938
Tfru31025_t	954	755	189	22.3151
Tfru31026_t	1056	857	2.5581	0.266085
Tfru31027_t	1041	842	1.42282	0.150633
Tfru31028_t	597	398	1491	333.947
Tfru31029_t	846	647	86	11.8489
Tfru31030_t	729	530	0	0
Tfru31031_t	549	350	360	91.6891
Tfru31032_t	336	137	0	0
Tfru31033_t	975	776	434	49.8553
Tfru31034_t	564	365	35	8.54788
Tfru31035_t	522	323	0	0
Tfru31036_t	378	179	0	0
Tfru31037_t	3150	2951	209	6.31336
Tfru31038_t	3756	3557	815	20.4248
Tfru31039_t	726	527	2	0.3383
Tfru31040_t	333	134	0	0
Tfru03206_t	1143	944	53	5.0048
Tfru03207_t	567	368	33	7.99373
Tfru03208_t	3489	3290	241	6.52987
Tfru03209_t	666	467	23	4.3903
Tfru03210_t	1257	1058	133	11.206
Tfru03211_t	540	341	0	0
Tfru03212_t	639	440	25	5.0649
Tfru03213_t	972	773	10	1.1532
Tfru03214_t	642	443	0	0
Tfru03215_t	852	653	26	3.54931
Tfru03216_t	2934	2735	118	3.84599
Tfru03217_t	981	782	1770	201.767
Tfru03218_t	1428	1229	225	16.3198
Tfru03219_t	4398	4199	371	7.8761
Tfru03220_t	1299	1100	275	22.2855
Tfru03221_t	972	773	12	1.38384
Tfru03222_t	444	245	1	0.363846
Tfru03223_t	324	125	0	0
Tfru03224_t	915	716	237	29.5066
Tfru03225_t	837	638	53	7.40523
Tfru03226_t	519	320	5	1.39285
Tfru03227_t	312	113	9	7.09982
Tfru03228_t	1863	1664	116	6.21424
Tfru03229_t	1314	1115	130	10.3933
Tfru03230_t	2745	2546	47	1.64559
Tfru03231_t	309	110	0	0
Tfru03232_t	1644	1445	11	0.678591
Tfru20797_t	1080	881	6	0.607098
Tfru20798_t	603	404	0	0
Tfru20799_t	576	377	0	0
Tfru24644_t	1047	848	14	1.47169
Tfru01572_t	1032	833	187	20.0115
Tfru01573_t	2262	2063	1958	84.6051
Tfru01574_t	573	374	80	19.0678
Tfru01575_t	1878	1679	0	0
Tfru01576_t	1647	1448	0	0
Tfru01577_t	663	464	0	0
Tfru01578_t	663	464	0	0
Tfru01579_t	729	530	0	0
Tfru02883_t	336	137	1	0.650673
Tfru02884_t	1254	1055	0	0
Tfru01618_t	1788	1589	2111	118.426
Tfru16048_t	735	536	45	7.48395
Tfru16049_t	438	239	11.7	4.36386
Tfru27670_t	501	302	0	0
Tfru27671_t	2889	2690	184	6.09746
Tfru24739_t	1848	1649	85	4.59496
Tfru11445_t	510	311	0	0
Tfru15028_t	2517	2318	656	25.2275
Tfru15029_t	492	293	2	0.608479
Tfru20364_t	1605	1406	0	0
Tfru20365_t	348	149	2	1.19654
Tfru14776_t	549	350	28	7.13137
Tfru14701_t	309	110	17	13.7765
Tfru25653_t	465	266	308	103.217
Tfru10313_t	1653	1454	44	2.69756
Tfru13710_t	543	344	0	0
Tfru18298_t	1071	872	125	12.7784
Tfru18299_t	1959	1760	512	25.9323
Tfru06263_t	2832	2633	259	8.76864
Tfru06264_t	651	452	10	1.97217
Tfru23915_t	2572	2373	118	4.43269
Tfru26014_t	1887	1688	831	43.8846
Tfru17365_t	1434	1235	240	17.3232
Tfru17366_t	384	185	0	0
Tfru05694_t	1515	1316	103	6.97693
Tfru07600_t	309	110	0	0
Tfru11273_t	1368	1169	103	7.85427
Tfru11174_t	381	182	5	2.44896
Tfru11175_t	870	671	167	22.1859
Tfru11176_t	579	380	35	8.21046
Tfru11177_t	615	416	0	0
Tfru11178_t	1254	1055	0	0
Tfru11179_t	306	107	1	0.833104
Tfru01206_t	859	660	0	0
Tfru25922_t	1689	1490	28	1.67515
Tfru25923_t	1893	1694	14	0.736712
Tfru23887_t	402	203	0	0
Tfru21451_t	699	500	43	7.66623
Tfru21452_t	516	317	1	0.281206
Tfru21453_t	516	317	1	0.281206
Tfru21454_t	477	278	30	9.61966
Tfru21455_t	480	281	23	7.29633
Tfru21456_t	972	773	0	0
Tfru03750_t	303	104	4	3.42854
Tfru14461_t	636	437	0	0
Tfru28872_t	523	324	318	87.4914
Tfru28873_t	522	323	282	77.8269
Tfru19443_t	487	288	0	0
Tfru02320_t	1107	908	8	0.785394
Tfru16264_t	1719	1520	109	6.39243
Tfru16265_t	378	179	0	0
Tfru18052_t	307	108	0	0
Tfru19477_t	354	155	0	0
Tfru19478_t	651	452	181	35.6963
Tfru19479_t	1149	950	579	54.3298
Tfru08728_t	309	110	0	0
Tfru25692_t	402	203	0	0
Tfru25693_t	2460	2261	349	13.7597
Tfru02293_t	1131	932	509	48.6839
Tfru05201_t	432	233	0	0
Tfru12653_t	504	305	0	0
Tfru16046_t	552	353	54	13.6365
Tfru16047_t	822	623	41	5.8665
Tfru03916_t	702	503	0	0
Tfru05696_t	405	206	0	0
Tfru12940_t	564	365	0	0
Tfru28152_t	1110	911	0	0
Tfru23684_t	495	296	0	0
Tfru02215_t	591	392	0	0
Tfru27776_t	338	139	0	0
Tfru07951_t	330	131	0	0
Tfru11845_t	858	659	0	0
Tfru12489_t	382	183	0	0
Tfru19796_t	2349	2150	1099	45.5662
Tfru06268_t	415	216	0	0
Tfru04871_t	423	224	91	36.214
Tfru04872_t	672	473	56	10.5538
Tfru04873_t	372	173	109	56.1647
Tfru10962_t	402	203	0	0
Tfru10963_t	393	194	0	0
Tfru19846_t	486	287	1	0.3106
Tfru26932_t	362	163	0	0
Tfru12659_t	345	146	0	0
Tfru12782_t	1944	1745	1950	99.6145
Tfru18251_t	672	473	156	29.4
Tfru18252_t	366	167	22	11.7433
Tfru12785_t	309	110	0	0
Tfru12786_t	1158	959	45	4.1829
Tfru12787_t	2517	2318	309	11.8831
Tfru02023_t	1008	809	5	0.55094
Tfru09680_t	585	386	0	0
Tfru27927_t	492	293	0	0
Tfru30697_t	531	332	0	0
Tfru26868_t	966	767	75.1998	8.73986
Tfru26869_t	639	440	68.7649	13.9315
Tfru26870_t	456	257	26	9.01827
Tfru26871_t	588	389	15.4025	3.52959
Tfru26872_t	417	218	0	0
Tfru04210_t	327	128	0	0
Tfru04211_t	384	185	0	0
Tfru04212_t	450	251	0	0
Tfru04213_t	1332	1133	369	29.0322
Tfru03475_t	3201	3002	293	8.70042
Tfru03476_t	645	446	3	0.599611
Tfru03832_t	450	251	0	0
Tfru03833_t	315	116	9	6.9162
Tfru23635_t	726	527	0	0
Tfru23384_t	951	752	43.5599	5.16359
Tfru15627_t	438	239	0	0
Tfru15628_t	567	368	0	0
Tfru15629_t	1092	893	5	0.499116
Tfru15630_t	387	188	0	0
Tfru27201_t	1464	1265	9140	644.079
Tfru27202_t	306	107	0	0
Tfru27203_t	424	225	0	0
Tfru17229_t	2718	2519	2259.79	79.9694
Tfru17230_t	2481	2282	895.656	34.9872
Tfru17231_t	309	110	0	0
Tfru25355_t	492	293	0	0
Tfru25356_t	897	698	7	0.893976
Tfru25357_t	2457	2258	17	0.671132
Tfru29878_t	312	113	0	0
Tfru29879_t	864	665	84	11.2601
Tfru07958_t	348	149	0	0
Tfru00900_t	495	296	20	6.02312
Tfru00901_t	405	206	4	1.73092
Tfru17854_t	414	215	0	0
Tfru13179_t	429	230	253	98.0564
Tfru13180_t	300	101	0	0
Tfru13848_t	696	497	174	31.2087
Tfru13849_t	396	197	0	0
Tfru03966_t	335	136	0	0
Tfru12772_t	342	143	5	3.11686
Tfru12773_t	1128	929	161	15.4487
Tfru12774_t	1881	1682	196	10.3876
Tfru12775_t	672	473	0	0
Tfru27907_t	1404	1205	35	2.58919
Tfru27908_t	441	242	0	0
Tfru27909_t	306	107	240	199.945
Tfru27910_t	393	194	7	3.21647
Tfru27911_t	2256	2057	3458	149.856
Tfru12308_t	2316	2117	258	10.8638
Tfru12309_t	603	404	1	0.220649
Tfru21687_t	522	323	0	0
Tfru21688_t	3825	3626	387	9.51407
Tfru23850_t	1044	845	2	0.210987
Tfru23851_t	335	136	0	0
Tfru20546_t	1803	1604	363	20.1737
Tfru20547_t	696	497	101	18.1154
Tfru20548_t	612	413	2	0.431681
Tfru20549_t	453	254	0	0
Tfru05704_t	723	524	0	0
Tfru05705_t	630	431	0	0
Tfru05706_t	960	761	2	0.234276
Tfru05707_t	309	110	0	0
Tfru05708_t	348	149	0	0
Tfru05709_t	843	644	57	7.88991
Tfru20496_t	627	428	28	5.83173
Tfru25803_t	750	551	10	1.61783
Tfru25804_t	519	320	0	0
Tfru25805_t	1290	1091	74	6.04631
Tfru25806_t	441	242	0	0
Tfru25807_t	1437	1238	0	0
Tfru25808_t	855	656	81	11.0069
Tfru25809_t	405	206	0	0
Tfru05940_t	939	740	115	13.8532
Tfru17094_t	936	737	152	18.3848
Tfru17095_t	984	785	112	12.7184
Tfru24722_t	432	233	183.585	70.2367
Tfru24723_t	369	170	24	12.5848
Tfru22614_t	1929	1730	20	1.03055
Tfru22615_t	945	746	0	0
Tfru22616_t	561	362	1	0.246249
Tfru22617_t	648	449	0	0
Tfru18074_t	753	554	82	13.1943
Tfru18075_t	1791	1592	267	14.9504
Tfru18076_t	1788	1589	482	27.04
Tfru18077_t	369	170	0	0
Tfru26525_t	309	110	0	0
Tfru26526_t	834	635	6.27136	0.880382
Tfru26527_t	708	509	0	0
Tfru26528_t	495	296	0	0
Tfru26529_t	639	440	0	0
Tfru26530_t	1302	1103	164.965	13.3322
Tfru26531_t	780	581	2	0.306858
Tfru26532_t	351	152	123	72.1348
Tfru26533_t	336	137	0	0
Tfru26534_t	327	128	0	0
Tfru10914_t	3174	2975	533	15.9707
Tfru10915_t	303	104	25	21.4284
Tfru10916_t	408	209	0	0
Tfru10917_t	1656	1457	127	7.77011
Tfru10918_t	702	503	2	0.354442
Tfru10919_t	678	479	0	0
Tfru23669_t	390	191	109.79	51.2403
Tfru15822_t	731	532	16	2.68097
Tfru15823_t	1143	944	4	0.377721
Tfru00316_t	591	392	13	2.95625
Tfru00317_t	372	173	0	0
Tfru29352_t	300	101	0	0
Tfru00892_t	711	512	0	0
Tfru00893_t	1092	893	0	0
Tfru00894_t	555	356	12	3.00479
Tfru00895_t	1896	1697	670	35.1946
Tfru00896_t	354	155	0	0
Tfru23657_t	345	146	0	0
Tfru23658_t	534	335	35.1285	9.34754
Tfru27014_t	1080	881	0	0
Tfru27015_t	1080	881	0	0
Tfru27016_t	1035	836	0	0
Tfru01596_t	891	692	0	0
Tfru01597_t	891	692	0	0
Tfru25847_t	2574	2375	166	6.23057
Tfru09076_t	4620	4421	565	11.3923
Tfru09077_t	513	314	25	7.09731
Tfru16052_t	1503	1304	260	17.7737
Tfru16053_t	321	122	0	0
Tfru13214_t	966	767	548	63.6896
Tfru13215_t	918	719	0	0
Tfru13216_t	2373	2174	106	4.3464
Tfru13217_t	591	392	1078	245.141
Tfru13218_t	2241	2042	187	8.16336
Tfru13219_t	984	785	0	0
Tfru13220_t	1968	1769	0	0
Tfru13221_t	1059	860	0	0
Tfru17071_t	1317	1118	0	0
Tfru17072_t	366	167	0	0
Tfru17073_t	1335	1136	228	17.8912
Tfru17074_t	1125	926	0	0
Tfru17075_t	447	248	187	67.2161
Tfru17076_t	2118	1919	1	0.0464524
Tfru06244_t	750	551	0	0
Tfru06245_t	2103	1904	1	0.0468184
Tfru06246_t	1251	1052	8	0.677887
Tfru06247_t	978	779	0	0
Tfru06248_t	1557	1358	5	0.328211
Tfru06249_t	975	776	1	0.114874
Tfru06250_t	1287	1088	708	58.008
Tfru06251_t	1707	1508	0	0
Tfru04190_t	1956	1757	57	2.89192
Tfru04191_t	900	701	600	76.2986
Tfru04192_t	504	305	0	0
Tfru04193_t	1038	839	5934	630.476
Tfru04194_t	531	332	104	27.9241
Tfru04195_t	1335	1136	1	0.0784702
Tfru04196_t	1338	1139	0	0
Tfru04197_t	864	665	146	19.5711
Tfru04198_t	2003	1804	255	12.6005
Tfru02003_t	1080	881	8	0.809463
Tfru02004_t	1818	1619	7	0.38542
Tfru02005_t	1050	851	126	13.1985
Tfru02006_t	1167	968	141	12.9846
Tfru02007_t	1419	1220	4	0.292269
Tfru02008_t	387	188	1	0.47416
Tfru11698_t	1191	992	0	0
Tfru11699_t	660	461	12	2.3204
Tfru11700_t	677	478	74	13.8003
Tfru23229_t	570	371	28	6.72771
Tfru23230_t	1203	1004	0	0
Tfru23231_t	1599	1400	676	43.0429
Tfru23232_t	1101	902	128	12.6499
Tfru23233_t	1308	1109	140	11.2533
Tfru23234_t	3537	3338	412	11.0026
Tfru23235_t	1908	1709	323	16.8478
Tfru23236_t	447	248	91	32.7094
Tfru23237_t	1065	866	590	60.732
Tfru23238_t	2040	1841	3266	158.141
Tfru23239_t	2538	2339	359	13.6819
Tfru23240_t	3633	3434	282	7.32035
Tfru11631_t	438	239	0	0
Tfru11632_t	1218	1019	130	11.3724
Tfru11633_t	1608	1409	1843	116.6
Tfru11634_t	1803	1604	8	0.444599
Tfru11635_t	2355	2156	218	9.01345
Tfru11636_t	1308	1109	218	17.523
Tfru11637_t	1239	1040	359	30.7712
Tfru11638_t	972	773	190	21.9108
Tfru11639_t	480	281	1022	324.211
Tfru11640_t	489	290	0	0
Tfru11641_t	771	572	2187	340.829
Tfru11642_t	918	719	13	1.61175
Tfru11643_t	921	722	4	0.493862
Tfru11644_t	555	356	0	0
Tfru11645_t	432	233	20	7.65169
Tfru11646_t	1452	1253	0	0
Tfru11647_t	675	476	418	78.2803
Tfru11648_t	375	176	83	42.0386
Tfru11649_t	1014	815	28	3.06255
Tfru11650_t	483	284	16	5.02209
Tfru11651_t	1221	1022	3	0.26167
Tfru11652_t	819	620	0	0
Tfru11653_t	1251	1052	2454	207.942
Tfru11654_t	1281	1082	5	0.411932
Tfru11655_t	504	305	1	0.292269
Tfru11656_t	1155	956	44	4.10278
Tfru11657_t	5889	5690	263	4.12028
Tfru11658_t	345	146	0	0
Tfru11659_t	1293	1094	9	0.733345
Tfru11660_t	951	752	20	2.3708
Tfru11661_t	1059	860	1	0.103654
Tfru11662_t	669	470	89	16.8801
Tfru11663_t	2070	1871	2	0.0952883
Tfru11664_t	1083	884	161	16.2352
Tfru11665_t	936	737	0	0
Tfru11666_t	327	128	0	0
Tfru11667_t	2187	1988	195	8.74382
Tfru11668_t	405	206	32	13.8473
Tfru11669_t	408	209	31	13.222
Tfru11670_t	1461	1262	238	16.8113
Tfru11671_t	693	494	0	0
Tfru07120_t	1311	1112	0	0
Tfru07121_t	1656	1457	6	0.367092
Tfru07122_t	2418	2219	0	0
Tfru07123_t	366	167	0	0
Tfru07124_t	834	635	0	0
Tfru07125_t	549	350	0	0
Tfru07126_t	342	143	0	0
Tfru07127_t	456	257	0	0
Tfru07128_t	383	184	0	0
Tfru28163_t	1839	1640	961	52.2351
Tfru28164_t	756	557	57	9.12227
Tfru28165_t	1800	1601	63	3.50778
Tfru11368_t	951	752	0	0
Tfru11369_t	360	161	0	0
Tfru11370_t	2469	2270	0	0
Tfru27661_t	2727	2528	0	0
Tfru27662_t	2607	2408	0	0
Tfru27663_t	2322	2123	20527	861.904
Tfru27664_t	324	125	964	687.464
Tfru22358_t	345	146	0	0
Tfru22359_t	462	263	13	4.40627
Tfru22360_t	1365	1166	0	0
Tfru22361_t	1746	1547	30	1.72868
Tfru04998_t	456	257	0	0
Tfru04999_t	567	368	0	0
Tfru05000_t	1698	1499	3	0.178403
Tfru05001_t	1365	1166	0	0
Tfru05002_t	1071	872	292	29.8504
Tfru05003_t	1029	830	20	2.148
Tfru05004_t	2322	2123	2019	84.7753
Tfru05005_t	312	113	0	0
Tfru05006_t	966	767	58	6.74087
Tfru05007_t	1248	1049	220	18.6952
Tfru05008_t	336	137	512	333.144
Tfru05009_t	366	167	2	1.06757
Tfru05010_t	1533	1334	0	0
Tfru05011_t	783	584	0	0
Tfru05012_t	825	626	73	10.3952
Tfru05013_t	522	323	439	121.156
Tfru05014_t	1476	1277	0	0
Tfru05015_t	792	593	4	0.601296
